concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
913161324,913161324,Has abbreviation,2020-09-13,NA,NA
913161325,913161325,Has abbreviation,2020-09-13,NA,NA
913161326,913161326,Has synonym,2020-09-13,NA,NA
913161327,913161327,Has synonym,2020-09-13,NA,NA
913161327,913161327,Has foreign brand name,2020-09-13,NA,NA
913161330,913161330,Has code name,2020-09-13,NA,NA
913161331,913161331,Has synonym,2020-09-13,NA,NA
913161331,913161331,Has code name,2020-09-13,NA,NA
913161333,913161333,Has synonym,2020-09-13,NA,NA
913161335,913161335,Has abbreviation,2020-09-13,NA,NA
913161336,913161336,Has synonym,2020-09-13,NA,NA
913161337,913161337,Has synonym,2020-09-13,NA,NA
913161337,913161337,Has abbreviation,2020-09-13,NA,NA
913161338,913161338,Has abbreviation,2020-09-13,NA,NA
913161339,913161339,Has abbreviation,2020-09-13,NA,NA
913161340,913161340,Has synonym,2020-09-13,NA,NA
913161340,913161340,Has abbreviation,2020-09-13,NA,NA
913161340,913161340,Has code name,2020-09-13,NA,NA
913161341,913161341,Has synonym,2020-09-13,NA,NA
913161344,913161344,Has synonym,2020-09-13,NA,NA
913161344,913161344,Has code name,2020-09-13,NA,NA
913161345,913161345,Has synonym,2020-09-13,NA,NA
913161345,913161345,Has abbreviation,2020-09-13,NA,NA
913161345,913161345,Has code name,2020-09-13,NA,NA
913161347,913161347,Has synonym,2020-09-13,NA,NA
913161347,913161347,Has foreign brand name,2020-09-13,NA,NA
913161348,913161348,Has foreign brand name,2020-09-13,NA,NA
913161348,913161348,Has abbreviation,2020-09-13,NA,NA
913161349,913161349,Has synonym,2020-09-13,NA,NA
913161349,913166833,Has synonym,2020-09-13,NA,NA
913161349,913166833,Has us brand name,2020-09-13,NA,NA
913161349,913161349,Has us brand name,2020-09-13,NA,NA
913161349,913161349,Has abbreviation,2020-09-13,NA,NA
913161349,913166833,Has abbreviation,2020-09-13,NA,NA
913161350,913161350,Has abbreviation,2020-09-13,NA,NA
913161351,913161351,Has synonym,2020-09-13,NA,NA
913161351,913166481,Has synonym,2020-09-13,NA,NA
913161351,913166481,Has us brand name,2020-09-13,NA,NA
913161351,913161351,Has us brand name,2020-09-13,NA,NA
913161352,913161352,Has abbreviation,2020-09-13,NA,NA
913161352,913161352,Has code name,2020-09-13,NA,NA
913161354,913161354,Has synonym,2020-09-13,NA,NA
913161354,913161354,Has abbreviation,2020-09-13,NA,NA
913161355,913161355,Has synonym,2020-09-13,NA,NA
913161355,913161355,Has code name,2020-09-13,NA,NA
913161357,913161357,Has synonym,2020-09-13,NA,NA
913161357,913161357,Has code name,2020-09-13,NA,NA
913161358,913161358,Has synonym,2020-09-13,NA,NA
913161359,913161359,Has synonym,2020-09-13,NA,NA
913161359,913161359,Has abbreviation,2020-09-13,NA,NA
913161360,913161360,Has synonym,2020-09-13,NA,NA
913161362,913161362,Has synonym,2020-09-13,NA,NA
913161363,913161363,Has synonym,2020-09-13,NA,NA
913161363,913161363,Has abbreviation,2020-09-13,NA,NA
913161368,913161368,Has foreign brand name,2020-09-13,NA,NA
913161369,913161369,Has abbreviation,2020-09-13,NA,NA
913161370,913161370,Has synonym,2020-09-13,NA,NA
913161371,913161371,Has synonym,2020-09-13,NA,NA
913161372,913161372,Has abbreviation,2020-09-13,NA,NA
913161373,913161373,Has synonym,2020-09-13,NA,NA
913161373,913161373,Has foreign brand name,2020-09-13,NA,NA
913161373,913161373,Has abbreviation,2020-09-13,NA,NA
913161373,913161373,Has code name,2020-09-13,NA,NA
913161374,913161374,Has synonym,2020-09-13,NA,NA
913161374,913161374,Has code name,2020-09-13,NA,NA
913161375,913161375,Has synonym,2020-09-13,NA,NA
913161375,913161375,Has abbreviation,2020-09-13,NA,NA
913161376,913161376,Has synonym,2020-09-13,NA,NA
913161376,913161376,Has code name,2020-09-13,NA,NA
913161377,913161377,Has synonym,2020-09-13,NA,NA
913161377,913161377,Has abbreviation,2020-09-13,NA,NA
913161381,913161381,Has synonym,2020-09-13,NA,NA
913161381,913161381,Has code name,2020-09-13,NA,NA
913161382,913161382,Has synonym,2020-09-13,NA,NA
913161382,913161382,Has code name,2020-09-13,NA,NA
913161383,913161383,Has code name,2020-09-13,NA,NA
913161384,913161384,Has code name,2020-09-13,NA,NA
913161386,913161386,Has synonym,2020-09-13,NA,NA
913161387,913161387,Has us brand name,2020-09-13,NA,NA
913161387,913161387,Has foreign brand name,2020-09-13,NA,NA
913161388,913161388,Has synonym,2020-09-13,NA,NA
913161388,913161388,Has code name,2020-09-13,NA,NA
913161389,913161389,Has code name,2020-09-13,NA,NA
913161390,913168958,Has us brand name,2020-09-13,NA,NA
913161390,913161390,Has us brand name,2020-09-13,NA,NA
913161390,913161390,Has code name,2020-09-13,NA,NA
913161390,913168958,Has code name,2020-09-13,NA,NA
913161391,913161391,Has synonym,2020-09-13,NA,NA
913161391,913161391,Has foreign brand name,2020-09-13,NA,NA
913161392,913168561,Has us brand name,2020-09-13,NA,NA
913161392,913161392,Has us brand name,2020-09-13,NA,NA
913161392,913161392,Has code name,2020-09-13,NA,NA
913161392,913168561,Has code name,2020-09-13,NA,NA
913161378,913161378,Has synonym,2020-09-13,NA,NA
913161378,913161378,Has code name,2020-09-13,NA,NA
913161396,913161396,Has synonym,2020-09-13,NA,NA
913161396,913166701,Has synonym,2020-09-13,NA,NA
913161396,913166701,Has us brand name,2020-09-13,NA,NA
913161396,913161396,Has us brand name,2020-09-13,NA,NA
913161396,913161396,Has code name,2020-09-13,NA,NA
913161396,913166701,Has code name,2020-09-13,NA,NA
913161398,913161398,Has synonym,2020-09-13,NA,NA
913161398,913164320,Has synonym,2020-09-13,NA,NA
913161398,913161398,Has code name,2020-09-13,NA,NA
913161398,913164320,Has code name,2020-09-13,NA,NA
913161399,913161399,Has synonym,2020-09-13,NA,NA
913161399,913161761,Has synonym,2020-09-13,NA,NA
913161399,913165717,Has synonym,2020-09-13,NA,NA
913161399,913161399,Has us brand name,2020-09-13,NA,NA
913161399,913161761,Has us brand name,2020-09-13,NA,NA
913161399,913165717,Has us brand name,2020-09-13,NA,NA
913161399,913161399,Has acronym,2020-09-13,NA,NA
913161399,913161761,Has acronym,2020-09-13,NA,NA
913161399,913165717,Has acronym,2020-09-13,NA,NA
913161400,913161400,Has synonym,2020-09-13,NA,NA
913161400,913168731,Has synonym,2020-09-13,NA,NA
913161400,913168731,Has us brand name,2020-09-13,NA,NA
913161400,913161400,Has us brand name,2020-09-13,NA,NA
913161400,913161400,Has code name,2020-09-13,NA,NA
913161400,913168731,Has code name,2020-09-13,NA,NA
913161401,913161401,Has synonym,2020-09-13,NA,NA
913161401,913161580,Has synonym,2020-09-13,NA,NA
913161401,913162818,Has synonym,2020-09-13,NA,NA
913161401,913167553,Has synonym,2020-09-13,NA,NA
913161401,913167578,Has synonym,2020-09-13,NA,NA
913161401,913167579,Has synonym,2020-09-13,NA,NA
913161401,913168481,Has synonym,2020-09-13,NA,NA
913161401,913168732,Has synonym,2020-09-13,NA,NA
913161401,913161401,Has us brand name,2020-09-13,NA,NA
913161401,913161580,Has us brand name,2020-09-13,NA,NA
913161401,913162818,Has us brand name,2020-09-13,NA,NA
913161401,913167553,Has us brand name,2020-09-13,NA,NA
913161401,913167578,Has us brand name,2020-09-13,NA,NA
913161401,913167579,Has us brand name,2020-09-13,NA,NA
913161401,913168481,Has us brand name,2020-09-13,NA,NA
913161401,913168732,Has us brand name,2020-09-13,NA,NA
913161401,913161401,Has foreign brand name,2020-09-13,NA,NA
913161401,913161580,Has foreign brand name,2020-09-13,NA,NA
913161401,913162818,Has foreign brand name,2020-09-13,NA,NA
913161401,913167553,Has foreign brand name,2020-09-13,NA,NA
913161401,913167578,Has foreign brand name,2020-09-13,NA,NA
913161401,913167579,Has foreign brand name,2020-09-13,NA,NA
913161401,913168481,Has foreign brand name,2020-09-13,NA,NA
913161401,913168732,Has foreign brand name,2020-09-13,NA,NA
913161401,913161401,Has abbreviation,2020-09-13,NA,NA
913161401,913161580,Has abbreviation,2020-09-13,NA,NA
913161401,913162818,Has abbreviation,2020-09-13,NA,NA
913161401,913167553,Has abbreviation,2020-09-13,NA,NA
913161401,913167578,Has abbreviation,2020-09-13,NA,NA
913161401,913167579,Has abbreviation,2020-09-13,NA,NA
913161401,913168481,Has abbreviation,2020-09-13,NA,NA
913161401,913168732,Has abbreviation,2020-09-13,NA,NA
913161401,913161401,Has acronym,2020-09-13,NA,NA
913161401,913161580,Has acronym,2020-09-13,NA,NA
913161401,913162818,Has acronym,2020-09-13,NA,NA
913161401,913167553,Has acronym,2020-09-13,NA,NA
913161401,913167578,Has acronym,2020-09-13,NA,NA
913161401,913167579,Has acronym,2020-09-13,NA,NA
913161401,913168481,Has acronym,2020-09-13,NA,NA
913161401,913168732,Has acronym,2020-09-13,NA,NA
913161401,913161401,Has code name,2020-09-13,NA,NA
913161401,913161580,Has code name,2020-09-13,NA,NA
913161401,913162818,Has code name,2020-09-13,NA,NA
913161401,913167553,Has code name,2020-09-13,NA,NA
913161401,913167578,Has code name,2020-09-13,NA,NA
913161401,913167579,Has code name,2020-09-13,NA,NA
913161401,913168481,Has code name,2020-09-13,NA,NA
913161401,913168732,Has code name,2020-09-13,NA,NA
913161402,913161402,Has code name,2020-09-13,NA,NA
913161403,913169032,Has us brand name,2020-09-13,NA,NA
913161403,913161403,Has us brand name,2020-09-13,NA,NA
913161403,913161403,Has code name,2020-09-13,NA,NA
913161403,913169032,Has code name,2020-09-13,NA,NA
913161404,913161404,Has us brand name,2020-09-13,NA,NA
913161404,913164690,Has us brand name,2020-09-13,NA,NA
913161404,913168682,Has us brand name,2020-09-13,NA,NA
913161404,913161404,Has code name,2020-09-13,NA,NA
913161404,913164690,Has code name,2020-09-13,NA,NA
913161404,913168682,Has code name,2020-09-13,NA,NA
913161405,913161405,Has synonym,2020-09-13,NA,NA
913161405,913166771,Has synonym,2020-09-13,NA,NA
913161405,913161405,Has code name,2020-09-13,NA,NA
913161405,913166771,Has code name,2020-09-13,NA,NA
913161406,913161406,Has synonym,2020-09-13,NA,NA
913161406,913165394,Has synonym,2020-09-13,NA,NA
913161406,913165394,Has us brand name,2020-09-13,NA,NA
913161406,913161406,Has us brand name,2020-09-13,NA,NA
913161407,913161407,Has synonym,2020-09-13,NA,NA
913161407,913164429,Has synonym,2020-09-13,NA,NA
913161407,913164429,Has us brand name,2020-09-13,NA,NA
913161407,913161407,Has us brand name,2020-09-13,NA,NA
913161407,913161407,Has abbreviation,2020-09-13,NA,NA
913161407,913164429,Has abbreviation,2020-09-13,NA,NA
913161408,913161408,Has us brand name,2020-09-13,NA,NA
913161409,913161409,Has synonym,2020-09-13,NA,NA
913161409,913164202,Has synonym,2020-09-13,NA,NA
913161409,913164202,Has us brand name,2020-09-13,NA,NA
913161409,913161409,Has us brand name,2020-09-13,NA,NA
913161409,913161409,Has abbreviation,2020-09-13,NA,NA
913161409,913164202,Has abbreviation,2020-09-13,NA,NA
913161411,913161411,Has code name,2020-09-13,NA,NA
913161412,913161412,Has synonym,2020-09-13,NA,NA
913161412,913161412,Has abbreviation,2020-09-13,NA,NA
913161413,913161413,Has synonym,2020-09-13,NA,NA
913161393,913161393,Has synonym,2020-09-13,NA,NA
913161342,913161342,Has synonym,2020-09-13,NA,NA
913161418,913161418,Has synonym,2020-09-13,NA,NA
913161419,913161419,Has synonym,2020-09-13,NA,NA
913161419,913163163,Has synonym,2020-09-13,NA,NA
913161419,913163163,Has us brand name,2020-09-13,NA,NA
913161419,913161419,Has us brand name,2020-09-13,NA,NA
913161419,913161419,Has code name,2020-09-13,NA,NA
913161419,913163163,Has code name,2020-09-13,NA,NA
913161420,913161420,Has synonym,2020-09-13,NA,NA
913161420,913161420,Has code name,2020-09-13,NA,NA
913161421,913167221,Has us brand name,2020-09-13,NA,NA
913161421,913161421,Has us brand name,2020-09-13,NA,NA
913161421,913161421,Has code name,2020-09-13,NA,NA
913161421,913167221,Has code name,2020-09-13,NA,NA
913161423,913161423,Has synonym,2020-09-13,NA,NA
913161423,913161790,Has synonym,2020-09-13,NA,NA
913161423,913163524,Has synonym,2020-09-13,NA,NA
913161423,913163539,Has synonym,2020-09-13,NA,NA
913161423,913165503,Has synonym,2020-09-13,NA,NA
913161423,913167923,Has synonym,2020-09-13,NA,NA
913161423,913161423,Has us brand name,2020-09-13,NA,NA
913161423,913161790,Has us brand name,2020-09-13,NA,NA
913161423,913163524,Has us brand name,2020-09-13,NA,NA
913161423,913163539,Has us brand name,2020-09-13,NA,NA
913161423,913165503,Has us brand name,2020-09-13,NA,NA
913161423,913167923,Has us brand name,2020-09-13,NA,NA
913161423,913161423,Has foreign brand name,2020-09-13,NA,NA
913161423,913161790,Has foreign brand name,2020-09-13,NA,NA
913161423,913163524,Has foreign brand name,2020-09-13,NA,NA
913161423,913163539,Has foreign brand name,2020-09-13,NA,NA
913161423,913165503,Has foreign brand name,2020-09-13,NA,NA
913161423,913167923,Has foreign brand name,2020-09-13,NA,NA
913161423,913161423,Has abbreviation,2020-09-13,NA,NA
913161423,913161790,Has abbreviation,2020-09-13,NA,NA
913161423,913163524,Has abbreviation,2020-09-13,NA,NA
913161423,913163539,Has abbreviation,2020-09-13,NA,NA
913161423,913165503,Has abbreviation,2020-09-13,NA,NA
913161423,913167923,Has abbreviation,2020-09-13,NA,NA
913161423,913161423,Has code name,2020-09-13,NA,NA
913161423,913161790,Has code name,2020-09-13,NA,NA
913161423,913163524,Has code name,2020-09-13,NA,NA
913161423,913163539,Has code name,2020-09-13,NA,NA
913161423,913165503,Has code name,2020-09-13,NA,NA
913161423,913167923,Has code name,2020-09-13,NA,NA
913161424,913161424,Has synonym,2020-09-13,NA,NA
913161424,913164644,Has synonym,2020-09-13,NA,NA
913161424,913161424,Has code name,2020-09-13,NA,NA
913161424,913164644,Has code name,2020-09-13,NA,NA
913161425,913161425,Has us brand name,2020-09-13,NA,NA
913161425,913161639,Has us brand name,2020-09-13,NA,NA
913161425,913163875,Has us brand name,2020-09-13,NA,NA
913161425,913161425,Has acronym,2020-09-13,NA,NA
913161425,913161639,Has acronym,2020-09-13,NA,NA
913161425,913163875,Has acronym,2020-09-13,NA,NA
913161427,913161427,Has synonym,2020-09-13,NA,NA
913161427,913166979,Has synonym,2020-09-13,NA,NA
913161427,913161427,Has foreign brand name,2020-09-13,NA,NA
913161427,913166979,Has foreign brand name,2020-09-13,NA,NA
913161427,913161427,Has code name,2020-09-13,NA,NA
913161427,913166979,Has code name,2020-09-13,NA,NA
913161428,913161428,Has synonym,2020-09-13,NA,NA
913161428,913168560,Has synonym,2020-09-13,NA,NA
913161428,913168560,Has us brand name,2020-09-13,NA,NA
913161428,913161428,Has us brand name,2020-09-13,NA,NA
913161428,913161428,Has abbreviation,2020-09-13,NA,NA
913161428,913168560,Has abbreviation,2020-09-13,NA,NA
913161429,913161429,Has synonym,2020-09-13,NA,NA
913161430,913161430,Has synonym,2020-09-13,NA,NA
913161430,913164028,Has synonym,2020-09-13,NA,NA
913161430,913164028,Has us brand name,2020-09-13,NA,NA
913161430,913161430,Has us brand name,2020-09-13,NA,NA
913161430,913161430,Has foreign brand name,2020-09-13,NA,NA
913161430,913164028,Has foreign brand name,2020-09-13,NA,NA
913161431,913161431,Has synonym,2020-09-13,NA,NA
913161431,913166294,Has synonym,2020-09-13,NA,NA
913161431,913166294,Has us brand name,2020-09-13,NA,NA
913161431,913161431,Has us brand name,2020-09-13,NA,NA
913161431,913161431,Has foreign brand name,2020-09-13,NA,NA
913161431,913166294,Has foreign brand name,2020-09-13,NA,NA
913161431,913161431,Has abbreviation,2020-09-13,NA,NA
913161431,913166294,Has abbreviation,2020-09-13,NA,NA
913161433,913161433,Has synonym,2020-09-13,NA,NA
913161433,913162498,Has synonym,2020-09-13,NA,NA
913161433,913164056,Has synonym,2020-09-13,NA,NA
913161433,913164184,Has synonym,2020-09-13,NA,NA
913161433,913164225,Has synonym,2020-09-13,NA,NA
913161433,913164384,Has synonym,2020-09-13,NA,NA
913161433,913165992,Has synonym,2020-09-13,NA,NA
913161433,913161433,Has us brand name,2020-09-13,NA,NA
913161433,913162498,Has us brand name,2020-09-13,NA,NA
913161433,913164056,Has us brand name,2020-09-13,NA,NA
913161433,913164184,Has us brand name,2020-09-13,NA,NA
913161433,913164225,Has us brand name,2020-09-13,NA,NA
913161433,913164384,Has us brand name,2020-09-13,NA,NA
913161433,913165992,Has us brand name,2020-09-13,NA,NA
913161433,913161433,Has abbreviation,2020-09-13,NA,NA
913161433,913162498,Has abbreviation,2020-09-13,NA,NA
913161433,913164056,Has abbreviation,2020-09-13,NA,NA
913161433,913164184,Has abbreviation,2020-09-13,NA,NA
913161433,913164225,Has abbreviation,2020-09-13,NA,NA
913161433,913164384,Has abbreviation,2020-09-13,NA,NA
913161433,913165992,Has abbreviation,2020-09-13,NA,NA
913161434,913161434,Has synonym,2020-09-13,NA,NA
913161434,913161434,Has foreign brand name,2020-09-13,NA,NA
913161436,913161436,Has foreign brand name,2020-09-13,NA,NA
913161436,913167376,Has foreign brand name,2020-09-13,NA,NA
913161437,913161437,Has synonym,2020-09-13,NA,NA
913161437,913164343,Has synonym,2020-09-13,NA,NA
913161437,913167917,Has synonym,2020-09-13,NA,NA
913161437,913161437,Has us brand name,2020-09-13,NA,NA
913161437,913164343,Has us brand name,2020-09-13,NA,NA
913161437,913167917,Has us brand name,2020-09-13,NA,NA
913161437,913161437,Has foreign brand name,2020-09-13,NA,NA
913161437,913164343,Has foreign brand name,2020-09-13,NA,NA
913161437,913167917,Has foreign brand name,2020-09-13,NA,NA
913161437,913161437,Has code name,2020-09-13,NA,NA
913161437,913164343,Has code name,2020-09-13,NA,NA
913161437,913167917,Has code name,2020-09-13,NA,NA
913161438,913161438,Has code name,2020-09-13,NA,NA
913161439,913161439,Has synonym,2020-09-13,NA,NA
913161439,913161439,Has foreign brand name,2020-09-13,NA,NA
913161439,913161439,Has abbreviation,2020-09-13,NA,NA
913161439,913161439,Has code name,2020-09-13,NA,NA
913161440,913161440,Has synonym,2020-09-13,NA,NA
913161440,913163758,Has synonym,2020-09-13,NA,NA
913161440,913163836,Has synonym,2020-09-13,NA,NA
913161440,913163918,Has synonym,2020-09-13,NA,NA
913161440,913163932,Has synonym,2020-09-13,NA,NA
913161440,913164019,Has synonym,2020-09-13,NA,NA
913161440,913164312,Has synonym,2020-09-13,NA,NA
913161440,913164315,Has synonym,2020-09-13,NA,NA
913161440,913164630,Has synonym,2020-09-13,NA,NA
913161440,913165932,Has synonym,2020-09-13,NA,NA
913161440,913166131,Has synonym,2020-09-13,NA,NA
913161440,913166437,Has synonym,2020-09-13,NA,NA
913161440,913166585,Has synonym,2020-09-13,NA,NA
913161440,913166586,Has synonym,2020-09-13,NA,NA
913161440,913166587,Has synonym,2020-09-13,NA,NA
913161440,913166784,Has synonym,2020-09-13,NA,NA
913161440,913167973,Has synonym,2020-09-13,NA,NA
913161440,913167974,Has synonym,2020-09-13,NA,NA
913161440,913167975,Has synonym,2020-09-13,NA,NA
913161440,913167976,Has synonym,2020-09-13,NA,NA
913161440,913168059,Has synonym,2020-09-13,NA,NA
913161440,913168078,Has synonym,2020-09-13,NA,NA
913161440,913168634,Has synonym,2020-09-13,NA,NA
913161440,913161440,Has us brand name,2020-09-13,NA,NA
913161440,913163758,Has us brand name,2020-09-13,NA,NA
913161440,913163836,Has us brand name,2020-09-13,NA,NA
913161440,913163918,Has us brand name,2020-09-13,NA,NA
913161440,913163932,Has us brand name,2020-09-13,NA,NA
913161440,913164019,Has us brand name,2020-09-13,NA,NA
913161440,913164312,Has us brand name,2020-09-13,NA,NA
913161440,913164315,Has us brand name,2020-09-13,NA,NA
913161440,913164630,Has us brand name,2020-09-13,NA,NA
913161440,913165932,Has us brand name,2020-09-13,NA,NA
913161440,913166131,Has us brand name,2020-09-13,NA,NA
913161440,913166437,Has us brand name,2020-09-13,NA,NA
913161440,913166585,Has us brand name,2020-09-13,NA,NA
913161440,913166586,Has us brand name,2020-09-13,NA,NA
913161440,913166587,Has us brand name,2020-09-13,NA,NA
913161440,913166784,Has us brand name,2020-09-13,NA,NA
913161440,913167973,Has us brand name,2020-09-13,NA,NA
913161440,913167974,Has us brand name,2020-09-13,NA,NA
913161440,913167975,Has us brand name,2020-09-13,NA,NA
913161440,913167976,Has us brand name,2020-09-13,NA,NA
913161440,913168059,Has us brand name,2020-09-13,NA,NA
913161440,913168078,Has us brand name,2020-09-13,NA,NA
913161440,913168634,Has us brand name,2020-09-13,NA,NA
913161440,913161440,Has foreign brand name,2020-09-13,NA,NA
913161440,913163758,Has foreign brand name,2020-09-13,NA,NA
913161440,913163836,Has foreign brand name,2020-09-13,NA,NA
913161440,913163918,Has foreign brand name,2020-09-13,NA,NA
913161440,913163932,Has foreign brand name,2020-09-13,NA,NA
913161440,913164019,Has foreign brand name,2020-09-13,NA,NA
913161440,913164312,Has foreign brand name,2020-09-13,NA,NA
913161440,913164315,Has foreign brand name,2020-09-13,NA,NA
913161440,913164630,Has foreign brand name,2020-09-13,NA,NA
913161440,913165932,Has foreign brand name,2020-09-13,NA,NA
913161440,913166131,Has foreign brand name,2020-09-13,NA,NA
913161440,913166437,Has foreign brand name,2020-09-13,NA,NA
913161440,913166585,Has foreign brand name,2020-09-13,NA,NA
913161440,913166586,Has foreign brand name,2020-09-13,NA,NA
913161440,913166587,Has foreign brand name,2020-09-13,NA,NA
913161440,913166784,Has foreign brand name,2020-09-13,NA,NA
913161440,913167973,Has foreign brand name,2020-09-13,NA,NA
913161440,913167974,Has foreign brand name,2020-09-13,NA,NA
913161440,913167975,Has foreign brand name,2020-09-13,NA,NA
913161440,913167976,Has foreign brand name,2020-09-13,NA,NA
913161440,913168059,Has foreign brand name,2020-09-13,NA,NA
913161440,913168078,Has foreign brand name,2020-09-13,NA,NA
913161440,913168634,Has foreign brand name,2020-09-13,NA,NA
913161440,913161440,Has abbreviation,2020-09-13,NA,NA
913161440,913163758,Has abbreviation,2020-09-13,NA,NA
913161440,913163836,Has abbreviation,2020-09-13,NA,NA
913161440,913163918,Has abbreviation,2020-09-13,NA,NA
913161440,913163932,Has abbreviation,2020-09-13,NA,NA
913161440,913164019,Has abbreviation,2020-09-13,NA,NA
913161440,913164312,Has abbreviation,2020-09-13,NA,NA
913161440,913164315,Has abbreviation,2020-09-13,NA,NA
913161440,913164630,Has abbreviation,2020-09-13,NA,NA
913161440,913165932,Has abbreviation,2020-09-13,NA,NA
913161440,913166131,Has abbreviation,2020-09-13,NA,NA
913161440,913166437,Has abbreviation,2020-09-13,NA,NA
913161440,913166585,Has abbreviation,2020-09-13,NA,NA
913161440,913166586,Has abbreviation,2020-09-13,NA,NA
913161440,913166587,Has abbreviation,2020-09-13,NA,NA
913161440,913166784,Has abbreviation,2020-09-13,NA,NA
913161440,913167973,Has abbreviation,2020-09-13,NA,NA
913161440,913167974,Has abbreviation,2020-09-13,NA,NA
913161440,913167975,Has abbreviation,2020-09-13,NA,NA
913161440,913167976,Has abbreviation,2020-09-13,NA,NA
913161440,913168059,Has abbreviation,2020-09-13,NA,NA
913161440,913168078,Has abbreviation,2020-09-13,NA,NA
913161440,913168634,Has abbreviation,2020-09-13,NA,NA
913161441,913161441,Has synonym,2020-09-13,NA,NA
913161441,913166493,Has synonym,2020-09-13,NA,NA
913161441,913161441,Has foreign brand name,2020-09-13,NA,NA
913161441,913166493,Has foreign brand name,2020-09-13,NA,NA
913161441,913161441,Has abbreviation,2020-09-13,NA,NA
913161441,913166493,Has abbreviation,2020-09-13,NA,NA
913161442,913161442,Has synonym,2020-09-13,NA,NA
913161443,913161443,Has synonym,2020-09-13,NA,NA
913161443,913161443,Has abbreviation,2020-09-13,NA,NA
913161444,913161444,Has abbreviation,2020-09-13,NA,NA
913161444,913161444,Has code name,2020-09-13,NA,NA
913161445,913161445,Has synonym,2020-09-13,NA,NA
913161446,913161446,Has synonym,2020-09-13,NA,NA
913161446,913168381,Has synonym,2020-09-13,NA,NA
913161446,913161446,Has foreign brand name,2020-09-13,NA,NA
913161446,913168381,Has foreign brand name,2020-09-13,NA,NA
913161446,913161446,Has abbreviation,2020-09-13,NA,NA
913161446,913168381,Has abbreviation,2020-09-13,NA,NA
913161446,913161446,Has code name,2020-09-13,NA,NA
913161446,913168381,Has code name,2020-09-13,NA,NA
913161447,913161447,Has synonym,2020-09-13,NA,NA
913161447,913164951,Has synonym,2020-09-13,NA,NA
913161447,913165031,Has synonym,2020-09-13,NA,NA
913161447,913166898,Has synonym,2020-09-13,NA,NA
913161447,913161447,Has us brand name,2020-09-13,NA,NA
913161447,913164951,Has us brand name,2020-09-13,NA,NA
913161447,913165031,Has us brand name,2020-09-13,NA,NA
913161447,913166898,Has us brand name,2020-09-13,NA,NA
913161448,913161448,Has synonym,2020-09-13,NA,NA
913161448,913168615,Has synonym,2020-09-13,NA,NA
913161448,913168616,Has synonym,2020-09-13,NA,NA
913161448,913161448,Has us brand name,2020-09-13,NA,NA
913161448,913168615,Has us brand name,2020-09-13,NA,NA
913161448,913168616,Has us brand name,2020-09-13,NA,NA
913161448,913161448,Has foreign brand name,2020-09-13,NA,NA
913161448,913168615,Has foreign brand name,2020-09-13,NA,NA
913161448,913168616,Has foreign brand name,2020-09-13,NA,NA
913161448,913161448,Has abbreviation,2020-09-13,NA,NA
913161448,913168615,Has abbreviation,2020-09-13,NA,NA
913161448,913168616,Has abbreviation,2020-09-13,NA,NA
913161449,913161449,Has synonym,2020-09-13,NA,NA
913161449,913165397,Has synonym,2020-09-13,NA,NA
913161450,913161450,Has synonym,2020-09-13,NA,NA
913161450,913165965,Has synonym,2020-09-13,NA,NA
913161450,913161450,Has abbreviation,2020-09-13,NA,NA
913161450,913165965,Has abbreviation,2020-09-13,NA,NA
913161451,913161451,Has synonym,2020-09-13,NA,NA
913161451,913161451,Has abbreviation,2020-09-13,NA,NA
913161452,913161452,Has synonym,2020-09-13,NA,NA
913161452,913161452,Has code name,2020-09-13,NA,NA
913161453,913161453,Has synonym,2020-09-13,NA,NA
913161453,913161453,Has abbreviation,2020-09-13,NA,NA
913161454,913161454,Has us brand name,2020-09-13,NA,NA
913161454,913164440,Has us brand name,2020-09-13,NA,NA
913161454,913166692,Has us brand name,2020-09-13,NA,NA
913161454,913167999,Has us brand name,2020-09-13,NA,NA
913161455,913161455,Has synonym,2020-09-13,NA,NA
913161455,913161740,Has synonym,2020-09-13,NA,NA
913161455,913161455,Has abbreviation,2020-09-13,NA,NA
913161455,913161740,Has abbreviation,2020-09-13,NA,NA
913161457,913161457,Has abbreviation,2020-09-13,NA,NA
913161460,913161460,Has synonym,2020-09-13,NA,NA
913161460,913161460,Has code name,2020-09-13,NA,NA
913161461,913161461,Has synonym,2020-09-13,NA,NA
913161461,913161461,Has code name,2020-09-13,NA,NA
913161462,913161462,Has synonym,2020-09-13,NA,NA
913161462,913164363,Has synonym,2020-09-13,NA,NA
913161462,913161462,Has code name,2020-09-13,NA,NA
913161462,913164363,Has code name,2020-09-13,NA,NA
913161463,913161463,Has synonym,2020-09-13,NA,NA
913161463,913167630,Has synonym,2020-09-13,NA,NA
913161463,913161463,Has abbreviation,2020-09-13,NA,NA
913161463,913167630,Has abbreviation,2020-09-13,NA,NA
913161463,913161463,Has code name,2020-09-13,NA,NA
913161463,913167630,Has code name,2020-09-13,NA,NA
913161464,913161464,Has synonym,2020-09-13,NA,NA
913161464,913166068,Has synonym,2020-09-13,NA,NA
913161465,913161465,Has synonym,2020-09-13,NA,NA
913161465,913167088,Has synonym,2020-09-13,NA,NA
913161466,913161466,Has code name,2020-09-13,NA,NA
913161467,913161467,Has us brand name,2020-09-13,NA,NA
913161468,913161468,Has synonym,2020-09-13,NA,NA
